Requisition_ID,Job_Family,Job_Role,Job_Band,Experience_Required_Years,City,Interview_Panel_Availability,Total_Interview_Rounds,Assessment_Included,Candidate_Source,Notice_Period_Days,Job_Posted_Date,Hire_Date,Time to hire
HT3825,HR,HR Analyst,Band_6,15,Osaka,3,3,No,Referral,90,2025-08-22,2025-09-17,26
HT3826,HR,HR Analyst,Band_2,2,Nagoya,2,1,Yes,LinkedIn,60,2024-08-12,2024-09-04,23
HT3827,Sales,Sales Manager,Band_2,3,Beijing,1,3,Yes,Consultant,90,2025-01-15,2025-02-10,26
HT3828,Sales,Sales Manager,Band_1,3,Hyderabad,5,3,No,Naukri,60,2024-10-14,2024-11-01,18
HT3829,HR,Recruiter,Band_2,5,Tokyo,1,1,Yes,Consultant,60,2025-03-14,2025-03-31,17
HT3830,Sales,Sales Manager,Band_6,13,Nagoya,1,2,No,Naukri,90,2024-03-17,2024-04-04,18
HT3831,Sales,Account Executive,Band_6,12,Bangalore,2,3,No,Other,90,2025-10-02,2025-10-24,22
HT3832,Operations,Supply Chain Lead,Band_2,3,Nagoya,3,2,Yes,Naukri,30,2025-04-24,2025-05-20,26
HT3833,HR,HR Analyst,Band_3,10,Shenzhen,5,3,Yes,Referral,60,2025-09-15,2025-10-04,19
HT3834,Operations,Operations Analyst,Band_6,16,Beijing,2,2,No,Naukri,90,2024-05-18,2024-06-12,25
HT3835,Operations,Supply Chain Lead,Band_5,11,Tokyo,2,1,No,LinkedIn,90,2025-03-17,2025-04-04,18
HT3836,Sales,Sales Manager,Band_2,1,Tokyo,3,3,Yes,Naukri,60,2024-07-30,2024-08-26,27
HT3837,Technology,Data Engineer,Band_1,2,Chennai,1,3,No,LinkedIn,60,2024-04-16,2024-05-12,26
HT3838,Technology,ML Engineer,Band_6,18,Tokyo,3,1,No,Naukri,90,2025-09-13,2025-10-02,19
HT3839,HR,HR Analyst,Band_5,17,Shenzhen,4,3,No,LinkedIn,90,2024-09-11,2024-10-04,23
HT3840,HR,Recruiter,Band_5,17,Beijing,3,1,No,Other,90,2024-02-22,2024-03-13,20
HT3841,HR,HR Analyst,Band_2,9,Chennai,4,3,Yes,Other,60,2025-08-13,2025-09-02,20
HT3842,HR,HR Analyst,Band_6,13,Shenzhen,2,2,No,Other,90,2025-11-20,2025-12-12,22
HT3843,Operations,Supply Chain Lead,Band_3,7,Hyderabad,4,1,Yes,Other,30,2024-09-04,2024-09-29,25
HT3844,Technology,Backend Developer,Band_3,14,Shenzhen,3,3,Yes,LinkedIn,60,2025-08-30,2025-09-21,22
HT3845,HR,HR Analyst,Band_1,2,Bangalore,1,2,No,Referral,30,2025-05-09,2025-05-28,19
HT3846,Operations,Operations Analyst,Band_2,2,Beijing,3,3,Yes,Consultant,30,2025-08-24,2025-09-14,21
HT3847,Technology,Backend Developer,Band_3,7,Hyderabad,5,3,Yes,Consultant,60,2024-11-26,2024-12-19,23
HT3848,Technology,Data Engineer,Band_2,9,Shanghai,5,3,Yes,Consultant,30,2024-12-29,2025-01-18,20
HT3849,Operations,Supply Chain Lead,Band_3,3,Chennai,3,3,Yes,Consultant,60,2024-01-31,2024-02-17,17
HT3850,Technology,ML Engineer,Band_5,12,Chennai,3,1,No,Consultant,90,2024-12-30,2025-01-18,19
HT3851,Sales,Account Executive,Band_1,1,Shanghai,3,2,No,Naukri,30,2024-02-17,2024-03-13,25
HT3852,Technology,Data Engineer,Band_5,10,Beijing,5,1,No,Referral,90,2025-03-05,2025-03-26,21
HT3853,HR,Recruiter,Band_1,3,Chennai,5,2,No,Other,60,2025-07-16,2025-08-08,23
HT3854,Sales,Sales Manager,Band_2,2,Beijing,5,2,Yes,Other,60,2025-12-16,2026-01-05,20
HT3855,Operations,Supply Chain Lead,Band_2,1,Shenzhen,4,3,Yes,Naukri,30,2024-08-24,2024-09-12,19
HT3856,Technology,Backend Developer,Band_1,5,Chennai,2,1,No,Consultant,60,2024-05-11,2024-06-01,21
HT3857,HR,Recruiter,Band_6,18,Osaka,3,1,No,Naukri,90,2025-12-19,2026-01-08,20
HT3858,Operations,Operations Analyst,Band_2,1,Shanghai,2,1,Yes,LinkedIn,90,2024-09-05,2024-09-27,22
HT3859,Operations,Supply Chain Lead,Band_2,5,Osaka,2,2,Yes,Other,60,2025-12-28,2026-01-18,21
HT3860,HR,HR Analyst,Band_6,18,Osaka,5,3,No,Naukri,90,2025-05-20,2025-06-16,27
HT3861,Technology,Data Engineer,Band_1,3,Tokyo,4,2,No,Consultant,90,2024-07-12,2024-08-02,21
HT3863,Operations,Supply Chain Lead,Band_3,11,Chennai,4,2,Yes,Other,60,2025-02-25,2025-03-19,22
HT3864,Technology,Backend Developer,Band_5,18,Bangalore,4,1,No,Referral,90,2024-12-05,2024-12-24,19
HT3825,Operations,Operations Analyst,Band_6,16,Osaka,3,1,No,Other,90,2025-05-30,2025-06-20,21
HT3866,HR,Recruiter,Band_2,6,Beijing,1,2,Yes,Other,30,2024-08-16,2024-09-08,23
HT3868,HR,Recruiter,Band_1,3,Chennai,5,1,No,Naukri,30,2025-09-22,2025-10-16,24
HT3869,Technology,ML Engineer,Band_6,19,Shenzhen,4,1,No,LinkedIn,90,2026-01-17,2026-02-07,21
HT3870,Operations,Supply Chain Lead,Band_1,4,Hyderabad,5,1,No,Naukri,60,2024-10-13,2024-11-03,21
HT3871,Operations,Operations Analyst,Band_2,3,Beijing,2,3,Yes,Naukri,30,2025-11-17,2025-12-12,25
HT3872,Sales,Account Executive,Band_6,11,Beijing,3,3,No,LinkedIn,90,2025-07-07,2025-07-28,21
HT3873,Technology,Data Engineer,Band_6,11,Bangalore,3,3,No,Naukri,90,2024-03-27,2024-04-22,26
HT3874,Operations,Operations Analyst,Band_6,20,Tokyo,2,1,No,LinkedIn,90,2024-11-27,2024-12-23,26
HT3875,Technology,Backend Developer,Band_3,10,Bangalore,5,3,Yes,Naukri,30,2024-08-02,2024-08-24,22
HT3876,HR,Recruiter,Band_6,20,Tokyo,2,2,No,Referral,90,2024-12-22,2025-01-11,20
HT3877,Sales,Sales Manager,Band_2,2,Shanghai,1,2,Yes,Consultant,30,2025-01-17,2025-02-10,24
HT3878,Sales,Sales Manager,Band_5,15,Shenzhen,2,2,No,Other,90,2024-11-14,2024-11-29,15
HT3879,Technology,Backend Developer,Band_6,18,Osaka,1,3,No,Naukri,90,2024-07-21,2024-08-14,24
HT3880,Operations,Supply Chain Lead,Band_1,4,Shenzhen,4,3,No,Naukri,60,2024-10-01,2024-10-20,19
HT3881,Operations,Supply Chain Lead,Band_5,20,Shenzhen,3,2,No,LinkedIn,90,2024-04-27,2024-05-16,19
HT3882,HR,Recruiter,Band_5,13,Bangalore,3,2,No,Naukri,90,2025-04-17,2025-05-08,21
HT3883,Operations,Operations Analyst,Band_1,2,Nagoya,2,1,No,Other,30,2025-09-18,2025-10-11,23
HT3884,Sales,Account Executive,Band_6,19,Bangalore,3,2,No,Referral,90,2025-01-06,2025-01-30,24
HT3885,Technology,ML Engineer,Band_2,3,Shanghai,3,2,Yes,Referral,60,2024-09-20,2024-10-10,20
HT3886,Technology,Data Engineer,Band_5,10,Shenzhen,2,1,No,Other,90,2024-08-03,2024-08-24,21
HT3887,HR,Recruiter,Band_2,3,Shenzhen,4,3,Yes,Consultant,60,2025-03-24,2025-04-14,21
HT3888,Technology,Backend Developer,Band_2,3,Chennai,1,1,Yes,Other,60,2025-07-13,2025-08-03,21
HT3889,HR,HR Analyst,Band_2,2,Beijing,3,3,Yes,Naukri,60,2024-04-17,2024-05-08,21
HT3890,Operations,Operations Analyst,Band_1,3,Osaka,4,3,No,Consultant,60,2024-12-22,2025-01-14,23
HT3891,Operations,Operations Analyst,Band_6,19,Shanghai,3,2,No,Consultant,90,2025-05-31,2025-06-21,21
HT3892,HR,Recruiter,Band_3,13,Shenzhen,1,2,Yes,Other,90,2024-01-14,2024-02-02,19
HT3893,HR,Recruiter,Band_5,18,Beijing,5,1,No,Other,90,2024-08-18,2024-09-12,25
HT3894,Technology,Backend Developer,Band_2,1,Shanghai,2,1,Yes,Naukri,90,2024-07-09,2024-08-03,25
HT3895,Technology,Data Engineer,Band_1,2,Hyderabad,3,3,No,LinkedIn,90,2025-04-22,2025-05-22,30
HT3896,Operations,Supply Chain Lead,Band_5,10,Chennai,4,1,No,Other,90,2026-01-08,2026-01-31,23
HT3897,HR,Recruiter,Band_3,5,Hyderabad,4,1,Yes,Other,60,2025-03-15,2025-04-05,21
HT3898,Technology,Backend Developer,Band_2,2,Chennai,4,3,Yes,Consultant,60,2025-02-23,2025-03-17,22
HT3899,Sales,Sales Manager,Band_3,14,Osaka,4,2,Yes,LinkedIn,60,2025-12-30,2026-01-21,22
HT3900,Sales,Sales Manager,Band_1,3,Osaka,3,3,No,LinkedIn,90,2025-12-31,2026-01-09,9
HT3901,HR,Recruiter,Band_5,11,Tokyo,5,1,No,Naukri,90,2026-01-05,2026-01-27,22
HT3902,HR,HR Analyst,Band_2,3,Beijing,1,3,Yes,Referral,30,2025-10-09,2025-10-28,19
HT3903,Sales,Sales Manager,Band_1,2,Nagoya,1,1,No,LinkedIn,60,2025-02-10,2025-03-05,23
HT3904,Technology,ML Engineer,Band_5,11,Nagoya,1,2,No,LinkedIn,90,2025-03-27,2025-04-20,24
HT3905,HR,HR Analyst,Band_2,5,Beijing,3,3,Yes,LinkedIn,30,2024-01-04,2024-01-26,22
HT3906,Operations,Supply Chain Lead,Band_3,9,Shenzhen,2,3,Yes,Consultant,30,2025-11-27,2025-12-24,27
HT3907,Sales,Account Executive,Band_2,9,Shenzhen,4,1,Yes,LinkedIn,30,2025-08-04,2025-08-26,22
HT3908,Operations,Operations Analyst,Band_2,3,Tokyo,4,1,Yes,LinkedIn,60,2024-03-17,2024-04-11,25
HT3909,Technology,Data Engineer,Band_5,13,Beijing,5,2,No,Consultant,90,2024-03-26,2024-04-18,23
HT3910,HR,Recruiter,Band_2,8,Chennai,2,3,Yes,Naukri,60,2024-02-10,2024-03-03,22
HT3911,Operations,Supply Chain Lead,Band_2,6,Beijing,5,1,Yes,LinkedIn,60,2024-05-06,2024-05-24,18
HT3912,HR,HR Analyst,Band_2,1,Nagoya,3,2,Yes,Referral,60,2025-05-31,2025-06-22,22
HT3913,Sales,Account Executive,Band_6,11,Hyderabad,5,2,No,Consultant,90,2024-02-21,2024-03-19,27
HT3914,Operations,Operations Analyst,Band_6,14,Beijing,4,1,No,Naukri,90,2024-11-26,2024-12-20,24
HT3915,Technology,Backend Developer,Band_6,16,Bangalore,4,1,No,Consultant,90,2024-03-24,2024-04-10,17
HT3916,HR,HR Analyst,Band_1,2,Beijing,2,3,No,Other,30,2025-07-09,2025-07-29,20
HT3917,Technology,Backend Developer,Band_2,1,Osaka,3,1,Yes,Consultant,90,2024-10-25,2024-11-14,20
HT3918,Operations,Supply Chain Lead,Band_2,5,Shenzhen,4,1,Yes,Consultant,30,2024-07-17,2024-08-09,23
HT3919,Sales,Sales Manager,Band_2,1,Beijing,1,2,Yes,Referral,60,2024-10-24,2024-11-17,24
HT3920,Operations,Supply Chain Lead,Band_2,9,Shenzhen,3,1,Yes,Other,30,2025-07-25,2025-08-18,24
HT3921,Operations,Supply Chain Lead,Band_6,11,Tokyo,1,3,No,Consultant,90,2025-04-11,2025-05-07,26
HT3922,Sales,Account Executive,Band_6,11,Shanghai,1,3,No,Other,90,2025-12-21,2026-01-16,26
HT3923,HR,Recruiter,Band_3,17,Tokyo,2,2,Yes,Consultant,30,2026-01-24,2026-02-17,24
HT3924,HR,Recruiter,Band_5,10,Hyderabad,2,2,No,Other,90,2024-02-11,2024-03-08,26
HT3925,Operations,Operations Analyst,Band_3,4,Tokyo,1,2,Yes,Other,90,2025-07-13,2025-08-04,22
HT3926,HR,Recruiter,Band_5,11,Hyderabad,4,3,No,Consultant,90,2026-01-16,2026-02-07,22
HT3927,Technology,Data Engineer,Band_3,7,Shanghai,4,3,Yes,Consultant,60,2025-02-14,2025-03-04,18
HT3928,Sales,Sales Manager,Band_2,8,Beijing,2,2,Yes,Referral,90,2025-07-18,2025-08-08,21
HT3929,Technology,Backend Developer,Band_3,4,Nagoya,4,3,Yes,Naukri,60,2025-05-09,2025-06-03,25
HT3930,HR,Recruiter,Band_2,1,Beijing,2,1,Yes,Other,30,2025-06-29,2025-07-18,19
HT3931,Operations,Supply Chain Lead,Band_6,16,Chennai,2,2,No,Other,90,2024-09-08,2024-09-27,19
HT3932,HR,HR Analyst,Band_5,14,Shanghai,3,3,No,Naukri,90,2025-01-12,2025-02-01,20
HT3933,HR,HR Analyst,Band_6,19,Nagoya,3,3,No,Referral,90,2026-01-23,2026-02-12,20
HT3934,Sales,Sales Manager,Band_6,18,Nagoya,2,2,No,Referral,90,2025-12-31,2026-01-24,24
HT3935,Operations,Supply Chain Lead,Band_2,1,Tokyo,3,2,Yes,Consultant,60,2024-01-02,2024-01-26,24
HT3936,Sales,Sales Manager,Band_2,5,Chennai,2,2,Yes,Naukri,60,2025-07-27,2025-08-19,23
HT3937,Sales,Sales Manager,Band_6,10,Shanghai,3,1,No,Consultant,90,2024-11-06,2024-12-01,25
HT3938,Operations,Operations Analyst,Band_5,19,Shanghai,1,2,No,Naukri,90,2024-05-10,2024-06-02,23
HT3939,Technology,Data Engineer,Band_1,3,Beijing,2,2,No,Referral,60,2025-08-11,2025-09-01,21
HT3940,HR,Recruiter,Band_2,2,Shanghai,4,1,Yes,Consultant,30,2025-09-16,2025-10-04,18
HT3941,Technology,Data Engineer,Band_5,15,Nagoya,2,2,No,LinkedIn,90,2025-01-18,2025-02-08,21
HT3942,HR,HR Analyst,Band_6,13,Tokyo,4,2,No,Other,90,2025-12-06,2025-12-31,25
HT3943,Operations,Operations Analyst,Band_5,19,Shenzhen,3,2,No,LinkedIn,90,2025-10-07,2025-10-26,19
HT3944,HR,HR Analyst,Band_1,2,Chennai,4,3,No,Referral,30,2024-01-10,2024-01-31,21
HT3945,Technology,Data Engineer,Band_2,3,Chennai,3,1,Yes,Naukri,90,2024-01-05,2024-01-28,23
HT3946,Sales,Sales Manager,Band_6,13,Beijing,3,2,No,Naukri,90,2025-03-09,2025-03-28,19
HT3947,HR,Recruiter,Band_5,15,Hyderabad,4,2,No,Naukri,90,2024-06-15,2024-07-02,17
HT3948,Sales,Sales Manager,Band_2,5,Chennai,1,1,Yes,Referral,60,2025-05-29,2025-06-15,17
HT3949,HR,HR Analyst,Band_2,3,Tokyo,4,3,Yes,LinkedIn,60,2026-01-21,2026-02-17,27
HT3950,Sales,Account Executive,Band_2,3,Tokyo,1,1,Yes,Other,90,2024-06-01,2024-06-21,20
HT3951,Technology,Backend Developer,Band_3,12,Shanghai,2,2,Yes,Other,30,2024-10-19,2024-11-08,20
HT3952,HR,HR Analyst,Band_2,4,Shenzhen,5,2,Yes,Other,90,2026-01-12,2026-02-03,22
HT3953,HR,Recruiter,Band_6,11,Shanghai,3,1,No,Consultant,90,2024-07-27,2024-08-17,21
HT3954,HR,HR Analyst,Band_2,3,Hyderabad,2,1,Yes,Consultant,60,2025-02-10,2025-03-06,24
HT3955,Technology,Backend Developer,Band_6,14,Chennai,3,1,No,Referral,90,2025-10-14,2025-11-02,19
HT3956,Sales,Sales Manager,Band_1,1,Osaka,2,2,No,Referral,90,2025-06-04,2025-06-29,25
HT3957,HR,HR Analyst,Band_2,1,Beijing,1,2,Yes,Referral,90,2024-08-15,2024-09-06,22
HT3958,Operations,Operations Analyst,Band_3,1,Shenzhen,4,3,Yes,Naukri,90,2024-02-08,2024-03-02,23
HT3959,Technology,Backend Developer,Band_1,4,Hyderabad,5,1,No,Consultant,90,2024-01-19,2024-02-10,22
HT3960,Operations,Operations Analyst,Band_5,17,Shanghai,3,2,No,LinkedIn,90,2025-09-21,2025-10-17,26
HT3961,Operations,Operations Analyst,Band_6,13,Tokyo,4,2,No,LinkedIn,90,2024-09-06,2024-10-02,26
HT3962,Sales,Sales Manager,Band_6,16,Osaka,3,3,No,Referral,90,2024-12-27,2025-01-19,23
HT3963,HR,HR Analyst,Band_2,3,Bangalore,4,2,Yes,Consultant,60,2024-11-20,2024-12-11,21
HT3964,Technology,Backend Developer,Band_6,19,Beijing,2,3,No,Naukri,90,2025-03-14,2025-04-04,21
HT3965,Sales,Account Executive,Band_2,8,Tokyo,2,1,Yes,Consultant,60,2025-03-22,2025-04-15,24
HT3922,Technology,ML Engineer,Band_2,1,Shanghai,5,1,Yes,Naukri,60,2025-04-18,2025-05-11,23
HT3967,Technology,Backend Developer,Band_6,13,Bangalore,4,1,No,Other,90,2024-08-13,2024-08-30,17
HT3968,Technology,ML Engineer,Band_2,2,Nagoya,1,1,Yes,Consultant,60,2024-06-19,2024-07-08,19
HT3969,Operations,Operations Analyst,Band_1,2,Bangalore,1,3,No,Referral,30,2026-01-12,2026-02-02,21
HT3970,Technology,ML Engineer,Band_1,2,Osaka,4,2,No,LinkedIn,60,2024-11-26,2024-12-13,17
HT3971,HR,Recruiter,Band_1,5,Tokyo,4,1,No,Other,30,2024-07-18,2024-08-07,20
HT3972,Technology,Backend Developer,Band_3,4,Nagoya,1,1,Yes,Other,60,2024-04-23,2024-05-15,22
HT3973,Sales,Sales Manager,Band_5,18,Shanghai,5,3,No,LinkedIn,90,2026-01-10,2026-01-29,19
HT3974,Sales,Account Executive,Band_6,16,Tokyo,2,3,No,Consultant,90,2024-07-16,2024-08-05,20
HT3975,Technology,ML Engineer,Band_6,18,Bangalore,1,2,No,LinkedIn,90,2025-11-16,2025-12-12,26
HT3972,HR,Recruiter,Band_2,4,Osaka,2,1,Yes,Consultant,60,2025-03-12,2025-03-29,17
HT3977,Operations,Operations Analyst,Band_5,18,Osaka,5,2,No,LinkedIn,90,2025-02-03,2025-02-24,21
HT3978,Technology,Data Engineer,Band_5,15,Beijing,3,1,No,Other,90,2024-11-21,2024-12-12,21
HT3979,Operations,Supply Chain Lead,Band_6,12,Chennai,5,1,No,Naukri,90,2025-09-08,2025-09-29,21
HT3980,Operations,Operations Analyst,Band_3,16,Shanghai,5,3,Yes,Other,90,2024-12-11,2025-01-03,23
HT3981,Technology,Backend Developer,Band_1,4,Nagoya,5,2,No,Other,60,2024-02-29,2024-03-12,12
HT3982,Sales,Account Executive,Band_5,12,Beijing,3,1,No,Other,90,2024-02-28,2024-03-22,23
HT3983,HR,Recruiter,Band_6,16,Tokyo,5,3,No,Other,90,2025-02-08,2025-03-01,21
HT3984,Sales,Sales Manager,Band_6,19,Beijing,4,3,No,LinkedIn,90,2025-07-26,2025-08-13,18
HT3985,HR,HR Analyst,Band_2,8,Hyderabad,5,1,Yes,Referral,30,2025-05-25,2025-06-17,23
HT3986,HR,Recruiter,Band_2,7,Bangalore,3,3,Yes,Referral,90,2024-01-21,2024-02-14,24
HT3987,Technology,Backend Developer,Band_2,1,Nagoya,5,1,Yes,Other,60,2025-01-01,2025-01-19,18
HT3988,HR,HR Analyst,Band_1,4,Beijing,4,3,No,Consultant,60,2024-03-24,2024-04-09,16
HT3989,HR,Recruiter,Band_6,11,Hyderabad,2,2,No,Referral,90,2025-04-18,2025-05-12,24
HT3990,Operations,Operations Analyst,Band_6,13,Nagoya,3,2,No,LinkedIn,90,2024-08-03,2024-08-19,16
HT3991,Sales,Sales Manager,Band_2,1,Tokyo,4,1,Yes,Consultant,30,2026-01-06,2026-01-29,23
HT3992,Sales,Sales Manager,Band_3,20,Tokyo,4,2,Yes,LinkedIn,60,2025-12-06,2025-12-28,22
HT3993,Operations,Supply Chain Lead,Band_3,11,Shenzhen,4,1,Yes,Consultant,60,2024-07-31,2024-08-21,21
HT3994,HR,Recruiter,Band_6,17,Chennai,2,1,No,LinkedIn,90,2025-11-29,2025-12-18,19
HT3995,HR,HR Analyst,Band_5,14,Beijing,5,1,No,Other,90,2026-01-21,2026-02-12,22
HT3996,Sales,Account Executive,Band_3,18,Hyderabad,4,1,Yes,LinkedIn,60,2025-08-08,2025-09-02,25
HT3997,Technology,Data Engineer,Band_6,14,Bangalore,2,2,No,Referral,90,2025-10-01,2025-10-23,22
HT3998,Sales,Sales Manager,Band_1,3,Shanghai,1,2,No,Naukri,30,2025-12-09,2026-01-01,23
HT3999,Technology,Data Engineer,Band_2,4,Shanghai,2,2,Yes,Other,90,2024-09-30,2024-10-22,22
HT4000,HR,Recruiter,Band_1,3,Chennai,4,3,No,Naukri,30,2024-11-25,2024-12-18,23
HT4001,Sales,Account Executive,Band_5,13,Hyderabad,2,1,No,Consultant,90,2025-04-07,2025-04-28,21
HT4002,Operations,Supply Chain Lead,Band_5,10,Shanghai,3,2,No,LinkedIn,90,2024-05-24,2024-06-16,23
HT4003,Operations,Supply Chain Lead,Band_5,12,Osaka,5,1,No,Consultant,90,2025-03-21,2025-04-12,22
HT4004,Technology,Backend Developer,Band_1,1,Chennai,3,2,No,LinkedIn,30,2025-01-29,2025-02-22,24
HT4005,Operations,Operations Analyst,Band_5,14,Shanghai,2,1,No,Consultant,90,2025-11-28,2025-12-24,26
HT4006,Technology,Backend Developer,Band_5,15,Osaka,2,3,No,Other,90,2024-07-04,2024-07-27,23
HT4007,Technology,ML Engineer,Band_2,3,Nagoya,3,2,Yes,Referral,30,2025-12-19,2026-01-11,23
HT4008,Technology,ML Engineer,Band_5,14,Tokyo,5,2,No,Consultant,90,2024-01-05,2024-01-23,18
HT4009,Technology,Data Engineer,Band_6,18,Bangalore,2,2,No,LinkedIn,90,2025-02-09,2025-03-03,22
HT4010,Sales,Sales Manager,Band_1,1,Shenzhen,3,1,No,LinkedIn,30,2024-12-17,2025-01-11,25
HT4011,HR,Recruiter,Band_3,4,Shenzhen,4,1,Yes,LinkedIn,60,2024-01-26,2024-02-18,23
HT4012,Sales,Account Executive,Band_5,20,Tokyo,1,3,No,LinkedIn,90,2025-05-21,2025-06-12,22
HT4013,Operations,Operations Analyst,Band_1,4,Nagoya,4,2,No,LinkedIn,60,2025-05-22,2025-07-02,41
HT4014,Operations,Supply Chain Lead,Band_2,5,Beijing,2,3,Yes,Naukri,60,2024-05-21,2024-06-11,21
HT4015,Sales,Sales Manager,Band_6,15,Bangalore,1,2,No,Referral,90,2024-08-29,2024-09-22,24
HT4016,Operations,Supply Chain Lead,Band_6,17,Tokyo,2,2,No,LinkedIn,90,2024-03-14,2024-04-05,22
HT4017,HR,HR Analyst,Band_3,8,Nagoya,2,3,Yes,Consultant,60,2025-09-08,2025-09-29,21
HT4018,Technology,Data Engineer,Band_5,13,Osaka,5,2,No,Referral,90,2024-06-29,2024-07-21,22
HT4019,Operations,Operations Analyst,Band_5,16,Tokyo,2,1,No,Consultant,90,2025-10-23,2025-11-12,20
HT4020,Operations,Supply Chain Lead,Band_6,17,Chennai,2,1,No,Naukri,90,2025-10-09,2025-10-29,20
HT4021,Operations,Supply Chain Lead,Band_2,2,Beijing,3,3,Yes,LinkedIn,60,2025-12-12,2026-01-05,24
HT4022,Sales,Account Executive,Band_2,4,Beijing,3,1,Yes,LinkedIn,60,2025-01-09,2025-01-31,22
HT4023,Operations,Operations Analyst,Band_1,5,Nagoya,2,3,No,Naukri,60,2024-08-26,2024-09-13,18
HT4024,HR,HR Analyst,Band_2,8,Shanghai,5,2,Yes,Referral,90,2025-07-05,2025-08-02,28
HT4025,Sales,Sales Manager,Band_3,19,Osaka,5,3,Yes,Referral,60,2025-03-15,2025-04-06,22
HT4026,Sales,Sales Manager,Band_1,4,Chennai,2,1,No,LinkedIn,60,2025-08-05,2025-08-23,18
HT4027,Technology,Backend Developer,Band_3,3,Shenzhen,1,1,Yes,Referral,30,2024-07-20,2024-08-11,22
HT4028,HR,Recruiter,Band_6,14,Chennai,4,3,No,LinkedIn,90,2025-11-15,2025-12-07,22
HT4029,Technology,Data Engineer,Band_3,1,Chennai,2,3,Yes,Referral,90,2025-04-11,2025-04-29,18
HT4030,Sales,Account Executive,Band_1,3,Nagoya,1,2,No,Referral,60,2025-01-08,2025-02-04,27
HT4031,Sales,Account Executive,Band_6,16,Nagoya,2,1,No,Naukri,90,2025-03-07,2025-03-24,17
HT4032,Technology,Data Engineer,Band_3,10,Shenzhen,2,3,Yes,LinkedIn,90,2024-04-11,2024-05-04,23
HT4033,HR,Recruiter,Band_2,7,Shanghai,2,2,Yes,Referral,60,2025-11-17,2025-12-05,18
HT4034,Sales,Sales Manager,Band_1,4,Hyderabad,4,2,No,LinkedIn,60,2024-09-21,2024-10-13,22
HT4035,Operations,Supply Chain Lead,Band_5,14,Tokyo,4,3,No,Other,90,2024-08-15,2024-09-09,25
HT4036,HR,HR Analyst,Band_6,16,Osaka,4,1,No,Other,90,2024-02-01,2024-02-19,18
HT4037,HR,HR Analyst,Band_1,3,Bangalore,2,1,No,Naukri,60,2024-08-04,2024-08-28,24
HT4038,Operations,Supply Chain Lead,Band_2,5,Beijing,1,2,Yes,Referral,60,2024-08-07,2024-08-26,19
HT4039,Sales,Account Executive,Band_3,13,Chennai,4,2,Yes,Naukri,60,2025-01-25,2025-02-16,22
HT4040,Sales,Account Executive,Band_1,3,Tokyo,4,3,No,Consultant,30,2025-07-08,2025-08-01,24
HT4041,HR,Recruiter,Band_5,18,Shanghai,1,2,No,Consultant,90,2024-01-11,2024-02-05,25
HT4042,Technology,Data Engineer,Band_3,15,Nagoya,5,1,Yes,Consultant,60,2025-05-18,2025-06-12,25
HT4043,Technology,Data Engineer,Band_5,18,Osaka,3,2,No,Consultant,90,2024-06-12,2024-07-06,24
HT4044,Operations,Supply Chain Lead,Band_2,5,Hyderabad,5,1,Yes,Naukri,90,2025-11-15,2025-12-02,17
HT4045,Sales,Sales Manager,Band_2,3,Beijing,2,2,Yes,Consultant,90,2024-02-17,2024-03-10,22
HT4046,Sales,Account Executive,Band_1,2,Bangalore,1,3,No,LinkedIn,60,2024-05-28,2024-06-15,18
HT4047,Technology,Backend Developer,Band_2,3,Nagoya,2,2,Yes,LinkedIn,30,2024-07-03,2024-07-24,21
HT4048,Technology,Backend Developer,Band_2,2,Nagoya,4,2,Yes,Consultant,60,2024-03-13,2024-04-06,24
HT4049,Technology,ML Engineer,Band_6,11,Hyderabad,1,2,No,Naukri,90,2025-03-07,2025-03-24,17
HT4050,Operations,Operations Analyst,Band_3,1,Beijing,1,2,Yes,Other,60,2024-05-27,2024-06-20,24
HT4051,Operations,Supply Chain Lead,Band_2,3,Bangalore,4,1,Yes,Consultant,60,2024-09-02,2024-09-23,21
HT4052,Technology,Data Engineer,Band_2,1,Beijing,4,3,Yes,LinkedIn,60,2025-02-26,2025-03-20,22
HT4053,Technology,Backend Developer,Band_5,19,Tokyo,3,2,No,Other,90,2025-10-20,2025-11-13,24
HT4054,Technology,ML Engineer,Band_5,13,Nagoya,1,1,No,Other,90,2024-10-12,2024-11-04,23
HT4055,Sales,Sales Manager,Band_6,20,Beijing,5,3,No,Other,90,2024-06-26,2024-07-17,21
HT4056,HR,Recruiter,Band_1,4,Tokyo,1,1,No,Naukri,60,2024-08-25,2024-09-15,21
HT4057,HR,HR Analyst,Band_3,6,Bangalore,3,3,Yes,LinkedIn,90,2024-11-26,2024-12-20,24
HT4058,Operations,Supply Chain Lead,Band_2,3,Tokyo,3,3,Yes,LinkedIn,90,2024-04-08,2024-05-01,23
HT4059,Operations,Operations Analyst,Band_2,5,Chennai,1,2,Yes,LinkedIn,60,2025-10-31,2025-11-25,25
HT4060,Sales,Account Executive,Band_3,16,Hyderabad,1,3,Yes,LinkedIn,60,2025-07-17,2025-08-09,23
HT4061,Technology,ML Engineer,Band_5,11,Osaka,1,2,No,Referral,90,2025-04-06,2025-04-30,24
HT4062,Technology,Data Engineer,Band_3,5,Beijing,5,3,Yes,LinkedIn,60,2025-03-22,2025-04-13,22
